Date,Open,High,Low,Close
2023-06-30,282.28,286.53,281.94,284.48
2023-07-03,284.2,286.88,282.37,283.53
2023-07-05,285.15,295.52,283.87,291.81
2023-07-06,293.31,295.52,288.77,289.45
2023-07-07,289.64,293.62,286.15,288.0
2023-07-10,292.98,295.53,284.55,291.54
2023-07-11,291.34,297.57,289.36,295.69
2023-07-12,299.12,306.76,297.49,306.65
2023-07-13,310.89,313.49,307.59,310.68
2023-07-14,309.08,312.14,304.68,306.18
2023-07-17,304.86,309.0,302.06,307.92
2023-07-18,308.17,311.46,304.94,309.33
2023-07-19,310.31,315.91,307.82,313.26
2023-07-20,310.77,312.79,299.59,299.89
2023-07-21,301.92,302.8,288.67,291.7
2023-07-24,293.21,294.93,285.79,289.07
2023-07-25,292.62,295.7,289.32,291.91
2023-07-26,298.57,299.14,289.36,295.97
2023-07-27,322.29,322.52,307.14,309.0
2023-07-28,314.12,323.36,311.51,322.65
2023-07-31,320.87,322.83,314.83,315.83
2023-08-01,314.78,321.32,311.92,319.9
2023-08-02,315.23,315.62,307.95,311.57
2023-08-03,307.23,313.2,307.23,310.46
2023-08-04,312.22,315.64,307.5,308.03
2023-08-07,310.5,314.31,307.76,313.8
2023-08-08,311.66,315.12,307.41,309.92
2023-08-09,310.16,310.9,300.21,302.55
2023-08-10,305.26,309.62,301.22,303.08
2023-08-11,299.94,302.07,297.75,299.01
2023-08-14,298.36,303.54,295.65,303.52
2023-08-15,303.47,304.56,297.42,299.32
2023-08-16,297.59,298.46,291.72,291.73
2023-08-17,290.5,293.47,282.47,282.61
2023-08-18,276.6,283.2,271.99,280.78
2023-08-21,280.98,287.97,279.4,287.38
2023-08-22,290.0,290.35,284.25,285.1
2023-08-23,285.99,294.81,285.17,291.68
2023-08-24,295.9,296.85,284.14,284.25
2023-08-25,283.64,285.88,273.63,283.01
2023-08-28,285.49,288.91,283.31,287.73
2023-08-29,286.07,296.55,285.67,295.4
2023-08-30,294.58,295.69,290.88,292.53
2023-08-31,293.23,298.48,293.09,293.31
2023-09-01,296.76,299.11,291.91,293.8
2023-09-05,294.43,298.77,292.94,297.54
2023-09-06,299.08,300.66,293.09,296.57
2023-09-07,295.41,304.38,289.68,296.07
2023-09-08,296.62,302.59,294.2,295.3
2023-09-11,298.79,306.35,298.66,304.88
2023-09-12,303.66,305.97,297.62,299.03
2023-09-13,299.73,304.51,298.7,302.4
2023-09-14,304.07,310.15,302.37,309.01
2023-09-15,308.9,309.28,296.15,297.7
2023-09-18,295.59,300.96,295.21,299.92
2023-09-19,299.85,303.5,297.2,302.41
2023-09-20,302.39,305.38,296.82,297.06
2023-09-21,293.13,297.65,290.72,293.16
2023-09-22,296.69,302.72,295.67,296.48
2023-09-25,293.07,298.33,291.14,298.21
2023-09-26,295.07,297.69,293.43,296.36
2023-09-27,297.83,298.68,284.29,295.15
2023-09-28,296.34,303.66,294.12,301.31
2023-09-29,304.7,307.94,296.75,297.6
2023-10-02,300.1,304.51,299.0,304.15
2023-10-03,301.61,304.1,297.03,298.32
2023-10-04,296.13,304.23,295.9,302.92
2023-10-05,301.98,303.54,296.89,302.14
2023-10-06,298.82,313.56,298.29,312.68
2023-10-09,309.78,317.54,309.11,315.59
2023-10-10,316.34,321.83,315.39,319.04
2023-10-11,320.2,325.98,320.14,324.97
2023-10-12,325.14,327.66,319.88,321.34
2023-10-13,320.71,322.22,309.65,311.95
2023-10-16,315.87,319.02,312.77,318.35
2023-10-17,315.41,321.58,314.54,321.18
2023-10-18,318.59,323.1,312.81,314.21
2023-10-19,317.1,319.09,309.04,310.09
2023-10-20,311.41,312.56,303.8,305.96
2023-10-23,306.81,314.6,304.59,311.28
2023-10-24,314.02,315.58,307.93,309.83
