Date,Open,High,Low,Close
2022-06-10,137.52,137.99,134.36,134.43
2022-06-13,130.26,132.54,128.85,129.28
2022-06-14,130.51,131.26,128.89,130.15
2022-06-15,131.65,134.64,129.56,132.76
2022-06-16,129.48,129.78,126.5,127.5
2022-06-17,127.51,130.46,127.26,128.97
2022-06-21,130.79,134.36,130.7,133.2
2022-06-22,132.14,135.05,131.27,132.69
2022-06-23,134.13,135.86,132.96,135.55
2022-06-24,137.15,139.12,137.02,138.87
2022-06-27,139.89,140.67,138.2,138.87
2022-06-28,139.33,140.6,134.62,134.74
2022-06-29,134.75,137.9,133.98,136.49
2022-06-30,134.55,135.65,131.14,134.03
2022-07-01,133.36,136.3,132.99,136.2
2022-07-05,135.06,138.82,134.24,138.77
2022-07-06,138.57,141.28,138.3,140.11
2022-07-07,140.47,143.67,140.46,143.47
2022-07-08,142.4,144.65,142.15,144.15
2022-07-11,142.8,143.75,140.95,142.02
2022-07-12,142.89,145.53,142.2,142.99
2022-07-13,140.18,143.57,139.32,142.63
2022-07-14,141.24,146.02,140.43,145.55
2022-07-15,146.83,147.89,145.28,147.21
2022-07-18,147.77,148.59,143.81,144.18
2022-07-19,145.01,148.25,144.02,148.03
2022-07-20,148.15,150.69,147.41,150.03
2022-07-21,151.46,152.51,148.95,152.29
2022-07-22,152.33,153.2,150.39,151.06
2022-07-25,150.98,151.99,149.28,149.94
2022-07-26,149.26,150.08,147.83,148.62
2022-07-27,149.58,154.23,149.17,153.7
2022-07-28,153.89,154.54,151.37,154.25
2022-07-29,158.07,160.41,156.36,159.31
2022-08-01,157.84,160.37,157.72,158.33
2022-08-02,156.95,159.21,156.49,156.86
2022-08-03,157.67,163.31,157.59,162.86
2022-08-04,162.74,163.9,161.19,162.55
2022-08-05,160.22,162.81,160.01,162.32
2022-08-08,163.32,164.74,161.19,161.85
2022-08-09,161.02,162.78,160.26,161.9
2022-08-10,164.61,166.24,163.84,166.14
2022-08-11,166.94,167.86,165.11,165.4
2022-08-12,166.71,169.02,166.3,168.95
2022-08-15,168.38,170.21,168.21,170.02
2022-08-16,169.62,170.53,168.52,169.86
2022-08-17,169.61,172.92,169.41,171.35
2022-08-18,170.57,171.7,169.95,170.96
2022-08-19,169.86,170.56,168.17,168.38
2022-08-22,166.58,166.75,164.08,164.5
2022-08-23,164.02,165.62,163.6,164.17
2022-08-24,164.26,165.03,163.2,164.46
2022-08-25,165.69,167.02,165.27,166.92
2022-08-26,167.45,167.92,160.56,160.62
2022-08-29,158.2,159.92,156.89,158.42
2022-08-30,159.16,159.58,154.83,156.0
2022-08-31,157.37,157.64,154.26,154.34
2022-09-01,153.77,155.52,151.84,155.07
2022-09-02,156.82,157.42,152.13,152.96
2022-09-06,153.6,154.21,150.87,151.7
2022-09-07,151.98,153.8,150.8,153.1
2022-09-08,151.81,153.5,149.88,151.63
2022-09-09,152.62,154.93,151.92,154.49
2022-09-12,156.67,161.25,156.38,160.44
2022-09-13,156.97,157.6,150.56,151.02
2022-09-14,151.95,154.22,150.8,152.47
2022-09-15,151.82,152.4,148.61,149.58
2022-09-16,148.44,148.58,145.65,147.94
2022-09-19,146.58,151.73,146.37,151.65
2022-09-20,150.59,155.18,150.28,154.03
2022-09-21,154.46,155.83,150.79,150.9
2022-09-22,149.59,151.64,148.15,149.94
2022-09-23,148.42,148.7,145.84,147.67
2022-09-26,146.92,150.95,146.9,148.01
2022-09-27,149.94,151.89,147.2,148.98
2022-09-28,144.94,147.88,142.19,147.1
2022-09-29,143.42,144.03,138.1,139.87
2022-09-30,138.69,140.48,135.47,135.67
2022-10-03,135.68,140.45,135.17,139.84
2022-10-04,142.37,143.54,141.62,143.42
2022-10-05,141.43,144.68,140.39,143.72
2022-10-06,143.14,144.84,142.56,142.77
2022-10-07,139.93,140.48,136.9,137.52
2022-10-10,137.85,139.29,136.03,137.85
2022-10-11,137.34,138.76,135.69,136.43
2022-10-12,136.58,137.79,135.63,135.81
2022-10-13,132.52,140.96,131.91,140.37
2022-10-14,141.67,141.87,135.66,135.85
2022-10-17,138.49,140.28,137.7,139.8
2022-10-18,142.83,144.01,138.03,141.12
2022-10-19,139.09,142.29,138.91,141.22
2022-10-20,140.4,143.22,140.04,140.76
2022-10-21,140.25,145.14,140.04,144.57
