Date,Open,High,Low,Close
2022-10-18,235.84,236.51,228.21,231.25
2022-10-19,229.83,232.32,227.16,229.29
2022-10-20,228.6,233.97,227.73,228.97
2022-10-21,227.6,235.61,227.37,234.76
2022-10-24,236.35,240.3,233.96,239.73
2022-10-25,239.74,243.41,238.35,243.04
2022-10-26,224.14,231.05,223.06,224.28
2022-10-27,224.01,226.58,218.91,219.85
2022-10-28,219.36,229.4,219.18,228.7
2022-10-31,226.65,227.78,224.12,225.07
2022-11-01,227.47,228.57,220.42,221.23
2022-11-02,222.48,224.27,213.35,213.41
2022-11-03,213.4,213.71,207.47,207.73
2022-11-04,210.93,214.85,206.94,214.66
2022-11-07,215.24,221.46,214.55,220.94
2022-11-08,221.74,224.6,218.97,221.91
2022-11-09,220.45,221.68,217.51,217.68
2022-11-10,228.27,235.93,227.85,235.59
2022-11-11,235.6,240.45,234.57,239.59
2022-11-14,234.63,236.49,231.93,234.2
2022-11-15,238.19,239.49,232.73,234.61
2022-11-16,236.07,237.05,233.77,235.04
2022-11-17,231.2,236.52,231.05,234.99
2022-11-18,236.77,236.99,232.41,234.54
2022-11-21,234.75,237.9,234.51,235.35
2022-11-22,236.85,238.52,234.05,238.25
2022-11-23,238.33,241.41,237.51,240.73
2022-11-25,240.46,241.82,239.9,240.64
2022-11-28,239.27,239.82,234.13,235.07
2022-11-29,234.72,236.07,231.62,233.68
2022-11-30,233.91,248.26,233.22,248.08
2022-12-01,246.84,249.03,243.97,247.64
2022-12-02,242.9,248.97,242.78,247.96
2022-12-05,245.03,246.79,241.19,243.27
2022-12-06,243.88,244.89,237.03,238.33
2022-12-07,238.05,239.35,235.51,237.61
2022-12-08,238.06,241.85,236.33,240.55
2022-12-09,237.93,241.44,237.4,238.63
2022-12-12,240.6,245.55,240.33,245.52
2022-12-13,254.45,256.61,246.06,249.81
2022-12-14,250.01,255.32,247.27,250.1
2022-12-15,246.7,247.16,240.49,242.12
2022-12-16,241.67,242.92,236.77,237.92
2022-12-19,238.08,238.42,232.1,233.79
2022-12-20,232.77,236.19,231.82,235.11
2022-12-21,235.0,238.82,233.46,237.66
2022-12-22,234.58,235.29,227.4,231.6
2022-12-23,229.57,232.26,227.46,232.12
2022-12-27,232.09,232.32,229.3,230.4
2022-12-28,230.33,233.08,227.69,228.04
2022-12-29,229.13,235.22,229.13,234.34
2022-12-30,231.62,233.32,230.11,233.18
2023-01-03,236.35,238.95,230.83,232.95
2023-01-04,225.85,226.42,219.71,222.76
